ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure,Family_Size,Total_Spending,Total_Purchases,Accepted_Campaigns,Children,KMeans_Cluster,DBSCAN_Cluster,PCA1,PCA2
6320,1976,3,4,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,50,4712,1,1508,22,0,0,2,-1,3.6476442956389095,-0.9766596718261209
3050,1966,2,3,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,60,4398,3,235,10,0,2,3,0,-2.3665587009796645,1.787489686521027
231,1956,3,5,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,70,4314,3,32,5,0,2,3,0,-3.387767002853431,1.3189119115350214
2392,1972,2,3,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,54,4539,3,102,6,0,2,3,0,-3.2444087345298156,0.5719258908422705
9478,1985,2,4,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,41,4888,2,401,13,0,1,0,-1,-0.16501969515049664,-1.403446904041136
113,1951,2,3,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,75,4552,3,28,4,0,2,3,0,-3.4091265747899993,1.423403993853829
2863,1970,2,4,51381.5,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,56,4514,4,1052,15,2,3,3,-1,0.2909441679505053,3.8670327809174143
1802,1971,2,3,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,55,4732,2,680,18,0,1,2,-1,0.9840833290187243,0.8933389346441432
520,1974,2,3,34421.0,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,52,4567,2,30,3,0,1,0,1,-3.033756566512331,-1.775941448267783
8275,1965,4,2,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,61,4344,3,20,3,0,2,3,0,-3.6633193990703004,0.6336893004957963
9750,1961,4,2,64325.0,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,65,4711,2,1307,18,0,1,2,-1,1.740498575282394,2.5707115416552857
2607,1953,2,4,40464.0,0,1,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,73,4738,2,630,18,0,1,2,-1,0.008461529833128489,2.8085687257068663
7214,1957,2,3,62187.0,0,0,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,69,4563,1,1283,17,0,0,2,-1,2.734772986325224,-0.3200728801498075
5835,1976,4,2,14849.0,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,50,4566,2,65,6,0,1,0,1,-2.9880332431140144,-1.1095932818396403
3896,1984,2,3,27255.0,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,42,4438,2,37,4,0,1,0,1,-3.1294331785997755,-2.4167774278128307
10350,1950,4,3,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,76,4620,4,38,4,0,3,3,-1,-4.045255533667179,2.56025418338969
7786,1986,4,4,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,40,4705,2,160,8,0,1,0,1,-2.47208128587842,-1.226868186457124
2861,1983,2,4,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,43,4643,2,23,3,0,1,0,1,-3.3088341135674013,-2.265512617936659
663,1989,4,4,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,37,4495,1,71,5,0,0,0,-1,-1.5917908594518981,-3.2889837878367096
10675,1956,4,3,66334.0,0,1,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,70,4656,2,1161,17,0,1,2,-1,1.0224192115119308,2.369735736846351
2521,1971,3,3,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,55,4739,2,59,4,1,1,0,6,-2.466761313022323,-1.557532848038504
9592,1983,2,5,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,43,4568,2,33,5,0,1,0,1,-3.1180847108973495,-1.954594481474055
10151,1960,2,2,62204.0,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,66,4859,3,946,21,0,2,2,-1,1.898137005405879,3.065094835104097
7381,1968,2,2,75693.0,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,58,4774,1,1442,21,3,0,1,-1,6.341940474209105,-0.8499679973433227
4099,1972,2,3,30675.0,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,54,4798,2,62,4,0,1,0,1,-2.9030148088664305,-1.4910869069661061
9560,1965,2,5,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,61,4687,1,1674,21,1,0,1,-1,4.967764477197532,-0.5610439448239907
1150,1899,4,5,83532.0,0,0,2013-09-26,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,127,4480,1,1853,14,1,0,1,-1,6.123490133497027,2.7158239427159514
10172,1988,2,4,68655.0,0,0,2012-08-10,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,38,4892,1,1538,20,0,0,1,-1,3.7560549043047216,-2.102125165379693
11191,1986,2,2,41411.0,0,0,2013-12-07,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,40,4408,1,139,7,0,0,0,2,-1.2169587794897103,-3.2020857670303826
9707,1969,4,3,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,57,4787,2,1182,17,2,1,2,-1,1.8372756943136406,2.0846216352329683
6245,1950,4,5,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,76,4585,2,507,16,0,1,2,-1,0.3560392016105667,1.930981081726937
8234,1973,1,5,27190.0,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,53,4522,2,18,3,1,1,0,6,-2.9018420616036606,-2.0862503488436257
1411,1952,2,2,82623.0,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,74,4435,1,940,15,0,0,2,-1,3.6401348558965467,-0.7957215602394139
8553,1965,2,3,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,61,4575,3,42,4,0,2,3,0,-3.4616990006630375,0.7287331882040904
1826,1970,2,2,84835.0,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,56,4217,1,1190,14,0,0,1,-1,4.0679488535475725,-1.8381070120853562
8842,1971,2,6,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,55,4755,3,44,5,0,2,3,0,-3.541369731025927,0.7185262721682473
11030,1976,3,3,33181.0,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,50,4381,2,16,3,1,1,0,-1,-2.7391219009488488,-2.0658277495082067
2579,1957,2,3,71113.0,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,69,4398,2,835,22,0,1,2,-1,1.5221646046652881,2.082301410626448
175,1986,2,3,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,40,4739,2,1443,20,2,1,1,-1,3.85507788755681,-1.0996643612660248
9185,1966,4,4,69759.0,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,60,4448,1,1029,15,0,0,2,-1,1.7762687743414949,-0.7244409079268279
11056,1974,2,3,72099.0,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,52,4814,1,1188,17,0,0,2,-1,2.9685369533888575,-1.594261106426233
9365,1976,4,4,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,50,4758,2,1277,19,0,1,2,-1,0.9507743882316266,2.047551651484229
6201,1978,2,4,38643.0,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,48,4416,3,49,5,0,2,3,-1,-3.6971801684779932,0.11764283407853629
2061,1955,2,3,50737.0,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,71,4618,2,99,6,1,1,3,-1,-1.4041537624120604,0.752417119438773
6184,1969,4,3,68462.0,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,57,4768,1,1670,14,0,0,1,-1,3.807435047544278,-1.3171670028496754
6142,1943,3,3,65073.0,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,83,4517,1,900,13,0,0,2,-1,1.3660373831668333,0.35098808346751903
4107,1948,4,5,46681.0,0,2,2013-10-08,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,78,4468,3,425,14,0,2,3,-1,-0.8882105647498565,3.562043571366031
7274,1957,2,3,78618.0,0,0,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,69,4843,1,2153,21,1,0,1,-1,7.06576950370453,-0.19669540306483627
9336,1969,4,6,62187.0,0,1,2014-03-22,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,57,4303,2,636,18,0,1,2,-1,0.2912604709525829,1.3988760417727728
2958,1978,2,3,28442.0,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,48,4329,3,57,7,0,2,0,-1,-3.432746446259128,-0.740819942183155
933,1978,4,3,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,48,4787,2,25,3,0,1,0,1,-3.1807333830281124,-1.599037197071174
5837,1967,2,3,51479.0,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,59,4752,3,494,15,0,2,3,0,-1.447963555060478,2.6688562722999984
10704,1969,2,4,54803.0,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,57,4881,2,693,17,0,1,2,-1,0.7594850939874508,1.1575176818628394
5125,1960,2,3,79530.0,0,0,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,66,4612,1,1348,25,0,0,1,-1,4.210049584427124,-0.43230624265824963
4432,1976,2,2,31615.0,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,50,4674,2,51,5,0,1,0,1,-2.803429226944359,-1.523221301228784
5955,1962,2,5,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,64,4793,1,1932,15,0,0,1,-1,4.674431953143763,-0.5196084679022499
2928,1975,4,4,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,51,4779,2,990,14,0,1,2,-1,0.10060939768837164,0.7856642650365295
5680,1984,0,3,35684.0,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,42,4272,2,30,4,0,1,0,1,-2.9878699105130004,-2.7244529907651005
10313,1975,2,3,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,51,4813,3,254,10,0,2,3,0,-2.646994378317357,1.6755196507103987
2557,1970,3,4,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,56,4508,2,29,4,1,1,0,6,-2.351959087702462,-1.7032516218170926
1245,1966,2,4,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,60,4799,2,1371,19,1,1,2,-1,2.088580003739235,2.284873694036542
1519,1972,4,4,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,54,4576,3,73,6,0,2,3,0,-3.4351186750837943,0.983554046810211
10703,1975,3,4,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,51,4884,3,120,7,0,2,3,0,-3.110484709821003,1.1439916691663188
1726,1970,2,4,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,56,4672,1,81,4,1,0,0,-1,-1.6020263510645931,-2.507606608588078
4459,1989,2,4,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,37,4750,2,37,4,0,1,0,1,-3.119590138166884,-2.5255613346455825
1729,1961,4,5,66426.0,0,1,2013-10-02,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,65,4474,2,1377,18,0,1,2,-1,1.9641091068543557,1.9962018050340333
1517,1969,2,4,30822.0,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,57,4584,2,51,4,0,1,0,1,-2.810006826889111,-1.4068637246464977
2098,1969,4,3,33581.0,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,57,4741,3,17,3,0,2,0,-1,-4.116585091519487,-0.25382413368796924
9543,1985,2,3,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,41,4431,2,22,3,0,1,0,1,-3.286003264234562,-2.585933747087792
6878,1954,2,6,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,72,4768,1,324,11,0,0,2,-1,-0.07648513406397398,-0.4531323819493382
3310,1973,0,3,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,53,4880,4,211,9,0,3,3,-1,-3.9376028578361635,2.401738662395929
2724,1981,3,4,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,45,4295,2,19,3,0,1,0,1,-2.8032525482375275,-2.3782370185585338
948,1971,2,4,10245.0,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,55,4614,2,41,5,0,1,0,1,-2.8045814846892023,-1.3374032339295598
6720,1968,3,5,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,58,4460,2,492,14,1,1,2,-1,0.07650333418752983,1.3181755681365102
6202,1960,2,5,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,66,4836,2,1005,22,0,1,2,-1,2.478757955166287,2.212897352001613
2066,1949,2,5,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,77,4872,2,114,6,0,1,3,3,-1.8840133568373565,0.9388991567941025
9799,1968,4,2,83664.0,1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,58,4621,3,1173,16,0,2,2,-1,0.38937976642872524,2.4417658020300177
8318,1979,2,5,90300.0,0,0,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,47,4381,1,1738,19,1,0,1,-1,5.676166768178429,-2.373388541024091
5642,1979,3,5,62499.0,1,0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,47,4406,2,222,10,0,1,0,-1,-1.5083798674711908,-1.2441792552688458
2669,1993,2,4,74293.0,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,33,4260,1,1127,15,0,0,1,-1,3.1082037361709665,-3.0466050254174406
455,1946,4,3,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,80,4641,1,209,9,0,0,0,-1,-0.5505327816695952,-0.10293494635277672
7683,1968,3,3,70777.0,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,58,4328,2,787,20,0,1,2,-1,1.1903739408284748,1.4342979962384073
3428,1991,4,5,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,35,4470,1,1598,23,0,0,1,-1,3.757561517752472,-1.7802807691068083
7414,1971,2,3,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,55,4856,3,186,8,0,2,3,0,-2.901591654916399,1.2729460707708395
6354,1984,2,5,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,42,4871,2,47,4,0,1,0,1,-3.1631963045832294,-2.0369340258795843
798,1987,2,4,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,39,4756,2,27,4,0,1,0,1,-3.081831685721853,-2.428118493064101
8213,1980,0,5,14515.0,1,0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,46,4801,2,96,7,0,1,0,1,-2.529329804347847,-1.5620806723602
2488,1956,0,2,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,70,4667,3,64,6,0,2,3,-1,-3.2743028670831067,1.466848533069623
9999,1965,2,5,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,61,4844,1,1040,22,0,0,2,-1,3.268735157212617,-0.2846102064530082
7617,1974,2,4,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,52,4522,3,163,8,0,2,3,0,-2.795122634169118,0.9864041973154846
615,1960,2,5,30507.0,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,66,4679,1,343,10,0,0,0,-1,-0.12396957465517275,-1.0851201491444429
2552,1955,4,4,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,71,4454,4,446,15,1,3,3,-1,-1.8993206167510168,5.820225829933767
194,1965,2,3,48006.0,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,61,4224,3,41,4,0,2,3,0,-3.440999077324655,0.40293164405825477
3645,1972,4,4,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,54,4872,2,70,6,0,1,0,1,-2.730064650580096,-0.7013337540589651
8890,1971,4,2,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,55,4234,3,272,11,0,2,3,-1,-2.148014325705773,1.3724340807595914
5049,1974,4,5,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,52,4592,2,46,5,0,1,0,1,-3.0004677908896946,-1.2449510424193724
9973,1963,2,3,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,63,4824,3,490,16,0,2,3,-1,-1.1362092875314111,3.227683228276641
7301,1982,0,4,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,44,4793,2,79,6,0,1,0,1,-2.7374174556854944,-1.9309426746440612
10882,1976,2,3,53858.0,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,50,4801,2,915,13,0,1,2,-1,1.1379476396244905,0.265989876572179
7030,1955,4,3,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,71,4660,2,1485,32,1,1,2,-1,4.138129381094279,3.412713176266042
7422,1987,2,4,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,39,4880,2,369,13,0,1,0,-1,-0.5840428179921472,-1.2918405072261399
3523,1962,2,5,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,64,4726,2,1073,17,0,1,2,-1,1.6865446327993492,1.504674472123144
7106,1943,4,3,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,83,4294,1,1242,18,0,0,2,-1,3.112187694256637,0.3380177104843865
6504,1975,0,5,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,51,4425,2,78,6,1,1,0,-1,-2.2164711285043484,-1.9253153062300299
5067,1994,2,5,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,32,4339,1,1378,20,4,0,1,-1,5.7308668189482646,-2.7149401196716814
4216,1981,2,4,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,45,4696,1,1474,25,2,0,1,-1,7.036452481355919,-1.7529483687891525
8581,1971,3,3,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,55,4685,3,751,20,0,2,3,-1,-0.9478026025911899,3.560356906220376
5929,1973,4,3,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,53,4258,2,48,5,0,1,0,1,-2.843478633126898,-1.2673719553714737
3129,1983,2,3,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,43,4242,2,45,5,0,1,0,1,-2.841857770481171,-2.3520618231690893
6528,1982,3,5,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,44,4228,2,10,3,0,1,0,1,-3.42227672055194,-2.282707236962933
1361,1974,3,3,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,52,4594,1,1435,15,2,0,1,-1,4.614182798498854,-1.3418630584775078
6932,1941,4,3,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,85,4646,1,2119,22,1,0,1,-1,5.751923674583273,0.9909680077843002
7284,1953,2,3,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,73,4411,4,20,3,0,3,3,-1,-4.354237889888282,2.87217164105869
1340,1986,2,3,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,40,4270,1,1795,26,3,0,1,-1,8.19260238357718,-2.3304785112311595
8746,1989,2,3,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,37,4289,2,1188,17,2,1,1,-1,2.1947043896136176,-1.2015315093150398
5987,1989,0,5,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,37,4260,2,43,5,0,1,0,1,-3.01399761435825,-2.9008454917872917
3767,1968,2,3,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,58,4634,2,1008,22,0,1,2,-1,2.902850259585726,1.1228118653805435
3725,1961,4,4,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,65,4620,1,1688,15,4,0,1,-1,5.816447140532863,-0.545354192410928
4324,1989,2,3,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,37,4812,2,684,16,0,1,0,-1,-0.3365623195833025,-0.2961637305927777
238,1967,0,5,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,59,4726,3,1082,24,0,2,2,-1,1.4106422659824538,4.468450279575732
6694,1964,2,3,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,62,4420,2,1068,24,0,1,2,-1,2.554870875811506,1.5536507892876252
498,1970,2,4,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,56,4351,2,57,5,0,1,0,1,-2.7094444326268277,-1.4202489413615567
9347,1956,3,5,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,70,4577,2,46,4,0,1,3,3,-2.1794589355911955,0.3455838920370398
9699,1966,2,2,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,60,4394,2,733,20,0,1,2,-1,0.9683342748535668,1.2606992343339036
10664,1949,3,6,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,77,4499,2,467,15,0,1,3,-1,-0.5905348334632928,2.277988205484213
5455,1971,4,3,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,55,4515,2,122,7,0,1,0,1,-2.5323211627809146,-0.6768581037692474
456,1986,0,3,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,40,4711,2,36,5,0,1,0,1,-3.21289627535215,-2.3997641910707275
5012,1989,2,3,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,37,4564,2,34,4,0,1,0,1,-3.169820068616607,-2.597756928118445
7495,1948,4,3,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,78,4395,2,156,8,0,1,3,3,-1.2625045317504846,1.290144099657154
5029,1946,2,3,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,80,4531,1,14,3,0,0,0,2,-1.884535681751824,-1.2555861623357187
10642,1989,2,4,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,37,4750,2,37,4,0,1,0,1,-3.119590138166884,-2.5255613346455825
2106,1974,0,3,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,52,4308,1,34,4,0,0,0,-1,-2.1621228895918967,-2.9818570215623232
10364,1959,2,2,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,67,4555,1,20,3,0,0,0,2,-2.1370066150270945,-1.821944650184631
5954,1972,3,2,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,54,4467,2,192,9,0,1,0,1,-2.0956776092500657,-0.7353479665684933
